URL,question,selected_subquestion,complete_question,ticker,market_price,volume,resolution_date,days_remaining,gemini_probability,opus_probability,opus_2_probability,median_probability,data_retrieved_at
https://kalshi.com/markets/kxgreenland/,Will Trump buy at least part of Greenland?,"Before January 20, 2029","Will Trump buy at least part of Greenland? [Subquestion: Before January 20, 2029]",KXGREENLAND-29,29,3181382,2029-01-20,1058,12,8,8,8,2026-02-26 16:09:10
https://kalshi.com/markets/kxgreenland/,Will Trump buy at least part of Greenland?,Before 2027,Will Trump buy at least part of Greenland? [Subquestion: Before 2027],KXGREENLAND-29-27,14,1004359,2027-01-01,309,5,5,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/controlh/,Which party will win the U.S. House?,Republican Party,Which party will win the U.S. House? [Subquestion: Republican Party],CONTROLH-2026-R,19,2983390,2026-11-03,250,17,18,18,18,2026-02-26 16:09:10
https://kalshi.com/markets/controlh/,Which party will win the U.S. House?,Democratic Party,Which party will win the U.S. House? [Subquestion: Democratic Party],CONTROLH-2026-D,82,2882156,2027-02-01,340,83,83,82,83,2026-02-26 16:09:10
https://kalshi.com/markets/kxleadersout/,World leaders out in 2026?,Ali Khamenei,World leaders out in 2026? [Subquestion: Ali Khamenei],KXLEADERSOUT-27JAN01-AKHAIRA,56,3474112,2027-01-01,309,48,42,40,42,2026-02-26 16:09:10
https://kalshi.com/markets/kxleadersout/,World leaders out in 2026?,Xi Jinping,World leaders out in 2026? [Subquestion: Xi Jinping],KXLEADERSOUT-27JAN01-XJINCHI,9,425820,2027-01-01,308,5,6,6,6,2026-02-26 16:09:10
https://kalshi.com/markets/kxleavewalz/,Tim Walz out as Governor of Minnesota?,Before July,Tim Walz out as Governor of Minnesota? [Subquestion: Before July],KXLEAVEWALZ-27JAN01-TWAL-26JUL01,6,1096561,2026-07-02,126,8,6,6,6,2026-02-26 16:09:10
https://kalshi.com/markets/kxleavewalz/,Tim Walz out as Governor of Minnesota?,Before 2027,Tim Walz out as Governor of Minnesota? [Subquestion: Before 2027],KXLEAVEWALZ-27JAN01-TWAL-27JAN01,18,760299,2027-01-01,308,13,17,17,17,2026-02-26 16:09:10
https://kalshi.com/markets/kxmjschedule/,Will marijuana be rescheduled?,Before July 2026,Will marijuana be rescheduled? [Subquestion: Before July 2026],KXMJSCHEDULE-26JUL,25,250969,2026-07-01,125,12,20,20,20,2026-02-26 16:09:10
https://kalshi.com/markets/kxmjschedule/,Will marijuana be rescheduled?,Before 2027,Will marijuana be rescheduled? [Subquestion: Before 2027],KXMJSCHEDULE-27,56,175737,2027-01-01,309,44,45,45,45,2026-02-26 16:09:10
https://kalshi.com/markets/kxsenatetxd/,Texas Democratic Senate nominee?,James Talarico,Texas Democratic Senate nominee? [Subquestion: James Talarico],KXSENATETXD-26-JTAL,69,1781464,2026-03-03,5,61,63,63,63,2026-02-26 16:09:10
https://kalshi.com/markets/kxsenatetxd/,Texas Democratic Senate nominee?,Jasmine Crockett,Texas Democratic Senate nominee? [Subquestion: Jasmine Crockett],KXSENATETXD-26-JCRO,30,1682918,"March 3, 2026 (Primary Election) or May 26, 2026 (Runoff)",5,65,47,44,47,2026-02-26 16:09:10
https://kalshi.com/markets/kxvenezuelaleader/,Who will lead Venezuela at the end of 2026?,María Corina Machado,Who will lead Venezuela at the end of 2026? [Subquestion: María Corina Machado],KXVENEZUELALEADER-26DEC31-MCM,15,893651,2026-12-31,308,12,12,13,12,2026-02-26 16:09:10
https://kalshi.com/markets/kxvenezuelaleader/,Who will lead Venezuela at the end of 2026?,Delcy Rodríguez,Who will lead Venezuela at the end of 2026? [Subquestion: Delcy Rodríguez],KXVENEZUELALEADER-26DEC31-DROD,68,772007,2026-12-31,308,72,68,70,70,2026-02-26 16:09:10
https://kalshi.com/markets/kxtrumpout27/,Donald Trump out as President?,Before 2027,Donald Trump out as President? [Subquestion: Before 2027],KXTRUMPOUT27-27-DJT,14,2588173,2027-01-01,309,11,11,11,11,2026-02-26 16:09:10
https://kalshi.com/markets/kxtrumpout27/,Donald Trump out as President?,Before 2028,Donald Trump out as President? [Subquestion: Before 2028],KXTRUMPOUT27-27-28,33,231270,2028-01-01,674,25,27,27,27,2026-02-26 16:09:10
https://kalshi.com/markets/kxgreenterritory/,Will the US take control of any part of Greenland?,"Before January 21, 2029","Will the US take control of any part of Greenland? [Subquestion: Before January 21, 2029]",KXGREENTERRITORY-29,41,2360221,2029-01-21,1060,21,10,9,10,2026-02-26 16:09:10
https://kalshi.com/markets/kxgreenterritory/,Will the US take control of any part of Greenland?,Before 2027,Will the US take control of any part of Greenland? [Subquestion: Before 2027],KXGREENTERRITORY-29-27,15,231248,2027-01-01,309,8,7,6,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovca/,California Governor winner? (Person),Matt Mahan,California Governor winner? (Person) [Subquestion: Matt Mahan],KXGOVCA-26-MMAH,16,574862,2026-11-03,250,11,15,15,15,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovca/,California Governor winner? (Person),Eric Swalwell,California Governor winner? (Person) [Subquestion: Eric Swalwell],KXGOVCA-26-ESWA,50,492701,2026-11-03,250,50,42,40,42,2026-02-26 16:09:10
https://kalshi.com/markets/kxtariffchecks/,Will Americans receive tariff stimulus checks?,Before 2027,Will Americans receive tariff stimulus checks? [Subquestion: Before 2027],KXTARIFFCHECKS-26-27,21,478112,2027-01-01,308,15,12,13,13,2026-02-26 16:09:10
https://kalshi.com/markets/kxtariffchecks/,Will Americans receive tariff stimulus checks?,Before August,Will Americans receive tariff stimulus checks? [Subquestion: Before August],KXTARIFFCHECKS-26-AUG,9,201018,2026-08-01,155,6,5,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxgamblingrepeal/,Will the cap on gambling loss reduction be repealed?,Before 2027,Will the cap on gambling loss reduction be repealed? [Subquestion: Before 2027],KXGAMBLINGREPEAL-26JAN-27,28,141682,2027-01-01,309,19,25,25,25,2026-02-26 16:09:10
https://kalshi.com/markets/kxtopmodel/,What will be the top AI model this month?,claude-opus-4-6,What will be the top AI model this month? [Subquestion: claude-opus-4-6],KXTOPMODEL-26FEB28-CLAU6,90,242041,"February 28, 2026",2,88,88,87,88,2026-02-26 16:09:10
https://kalshi.com/markets/kxtopmodel/,What will be the top AI model this month?,claude-opus-4-6-thinking,What will be the top AI model this month? [Subquestion: claude-opus-4-6-thinking],KXTOPMODEL-26FEB28-CLAUT,10,180469,2026-02-28,2,12,12,12,12,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovtshutlength/,How long will the government shutdown last?,At least 25 days,How long will the government shutdown last? [Subquestion: At least 25 days],KXGOVTSHUTLENGTH-26FEB07-G25,89,296863,2026-03-11,13,82,90,90,90,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovtshutlength/,How long will the government shutdown last?,At least 20 days,How long will the government shutdown last? [Subquestion: At least 20 days],KXGOVTSHUTLENGTH-26FEB07-G20,96,281202,2026-03-05,7,96,96,96,96,2026-02-26 16:09:10
https://kalshi.com/markets/kxleavelisacook/,Lisa Cook Out as Fed Governor?,Before Jan 2027,Lisa Cook Out as Fed Governor? [Subquestion: Before Jan 2027],KXLEAVELISACOOK-26JAN-27JAN01,19,9384,2027-01-01,309,14,16,15,15,2026-02-26 16:09:10
https://kalshi.com/markets/kxllm1/,Best AI in Feb 2026?,Claude,Best AI in Feb 2026? [Subquestion: Claude],KXLLM1-26FEB28-A,97,673994,2026-02-28,2,93,95,95,95,2026-02-26 16:09:10
https://kalshi.com/markets/kxacaext/,Will the ACA premium tax credits be extended?,Before 2027,Will the ACA premium tax credits be extended? [Subquestion: Before 2027],KXACAEXT-26JAN-27,13,155000,2027-01-01,309,21,14,14,14,2026-02-26 16:09:10
https://kalshi.com/markets/kxacaext/,Will the ACA premium tax credits be extended?,Before April,Will the ACA premium tax credits be extended? [Subquestion: Before April],KXACAEXT-26JAN-APR,4,83289,2026-04-01T04:00:00Z,33,5,4,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxdhsfund/,When will DHS be funded again?,"Before Mar 10, 2026","When will DHS be funded again? [Subquestion: Before Mar 10, 2026]",KXDHSFUND-26MAR10,12,241545,2026-03-10,12,13,13,13,13,2026-02-26 16:09:10
https://kalshi.com/markets/kxdhsfund/,When will DHS be funded again?,"Before Apr 1, 2026","When will DHS be funded again? [Subquestion: Before Apr 1, 2026]",KXDHSFUND-26APR01,54,30881,2026-04-01,33,58,55,56,56,2026-02-26 16:09:10
https://kalshi.com/markets/kxtakeoveracqwb/,Who will successfully take over Warner Brothers?,Paramount,Who will successfully take over Warner Brothers? [Subquestion: Paramount],KXTAKEOVERACQWB-27JUN30-PSKY,58,796690,2027-07-01,490,58,55,48,55,2026-02-26 16:09:10
https://kalshi.com/markets/kxtakeoveracqwb/,Who will successfully take over Warner Brothers?,Netflix,Who will successfully take over Warner Brothers? [Subquestion: Netflix],KXTAKEOVERACQWB-27JUN30-NFLX,34,707664,2027-07-01,490,31,30,32,31,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovflnomr/,Florida Republican Governor nominee?,James Fishback,Florida Republican Governor nominee? [Subquestion: James Fishback],KXGOVFLNOMR-26-JFIS,16,1311653,2026-08-18,173,6,6,6,6,2026-02-26 16:09:10
https://kalshi.com/markets/kxgovflnomr/,Florida Republican Governor nominee?,Byron Donalds,Florida Republican Governor nominee? [Subquestion: Byron Donalds],KXGOVFLNOMR-26-BD,77,204374,2026-08-18,173,82,80,80,80,2026-02-26 16:09:10
https://kalshi.com/markets/kxsenatemed/,Maine Democratic Senate nominee?,Graham Platner,Maine Democratic Senate nominee? [Subquestion: Graham Platner],KXSENATEMED-26-GRA,79,1449261,2026-06-09,103,78,83,82,82,2026-02-26 16:09:10
https://kalshi.com/markets/kxsenatemed/,Maine Democratic Senate nominee?,Janet Mills,Maine Democratic Senate nominee? [Subquestion: Janet Mills],KXSENATEMED-26-JM,21,308018,2026-06-09,102,22,22,25,22,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcpiyoy/,CPI year-over-year in May 2026?,Exactly 2.8%,CPI year-over-year in May 2026? [Subquestion: Exactly 2.8%],KXECONSTATCPIYOY-26MAY-T2.8,26,508453,2026-06-10,104,12,16,16,16,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcpiyoy/,CPI year-over-year in May 2026?,Exactly 2.9%,CPI year-over-year in May 2026? [Subquestion: Exactly 2.9%],KXECONSTATCPIYOY-26MAY-T2.9,9,237532,2026-06-10,104,9,9,9,9,2026-02-26 16:09:10
https://kalshi.com/markets/controls/,Which party will win the U.S. Senate?,Democratic Party,Which party will win the U.S. Senate? [Subquestion: Democratic Party],CONTROLS-2026-D,41,920373,2027-02-01,340,39,38,39,39,2026-02-26 16:09:10
https://kalshi.com/markets/controls/,Which party will win the U.S. Senate?,Republican Party,Which party will win the U.S. Senate? [Subquestion: Republican Party],CONTROLS-2026-R,59,782459,2027-02-01,340,65,61,60,61,2026-02-26 16:09:10
https://kalshi.com/markets/kxsenatetxr/,Texas Republican Senate nominee?,Ken Paxton,Texas Republican Senate nominee? [Subquestion: Ken Paxton],KXSENATETXR-26-KP,82,590411,2026-11-03,250,84,80,80,80,2026-02-26 16:09:10
https://kalshi.com/markets/kxsenatetxr/,Texas Republican Senate nominee?,John Cornyn,Texas Republican Senate nominee? [Subquestion: John Cornyn],KXSENATETXR-26-JC,17,566862,2026-03-03,5,18,17,17,17,2026-02-26 16:09:10
https://kalshi.com/markets/kximpeach/,Will Trump be impeached?,"Before Jun 1, 2026","Will Trump be impeached? [Subquestion: Before Jun 1, 2026]",KXIMPEACH-26-JUN01,5,731511,2026-06-01,95,4,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kximpeach/,Will Trump be impeached?,"Before Jan 1, 2027","Will Trump be impeached? [Subquestion: Before Jan 1, 2027]",KXIMPEACH-27-JAN01,14,524715,2027-01-01,309,8,7,7,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxinsurrection/,Will Trump invoke the Insurrection Act?,Before 2027,Will Trump invoke the Insurrection Act? [Subquestion: Before 2027],KXINSURRECTION-29-27,28,198176,"January 1, 2027",309,23,27,27,27,2026-02-26 16:09:10
https://kalshi.com/markets/kxinsurrection/,Will Trump invoke the Insurrection Act?,"Before Jan 20, 2029","Will Trump invoke the Insurrection Act? [Subquestion: Before Jan 20, 2029]",KXINSURRECTION-29,56,154704,2029-01-20,1058,56,48,44,48,2026-02-26 16:09:10
https://kalshi.com/markets/kxspacexcount/,How many launches will SpaceX have in February 2026?,Above 12,How many launches will SpaceX have in February 2026? [Subquestion: Above 12],KXSPACEXCOUNT-26FEB-12,6,392725,2026-03-01,2,6,65,45,45,2026-02-26 16:09:10
https://kalshi.com/markets/kxspacexcount/,How many launches will SpaceX have in February 2026?,Above 13,How many launches will SpaceX have in February 2026? [Subquestion: Above 13],KXSPACEXCOUNT-26FEB-13,4,386348,2026-03-01,2,4,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxratecutcount/,Number of rate cuts in 2026?,Exactly 0 cuts,Number of rate cuts in 2026? [Subquestion: Exactly 0 cuts],KXRATECUTCOUNT-26DEC31-T0,13,366037,2027-01-01,308,19,18,19,19,2026-02-26 16:09:10
https://kalshi.com/markets/kxratecutcount/,Number of rate cuts in 2026?,Exactly 2 cuts,Number of rate cuts in 2026? [Subquestion: Exactly 2 cuts],KXRATECUTCOUNT-26DEC31-T2,25,140518,2026-12-31,309,26,26,27,26,2026-02-26 16:09:10
https://kalshi.com/markets/kxllm1/,Best AI at the end of 2026?,Claude,Best AI at the end of 2026? [Subquestion: Claude],KXLLM1-26DEC31-A,33,303258,2026-12-31,308,29,28,28,28,2026-02-26 16:09:10
https://kalshi.com/markets/kxllm1/,Best AI at the end of 2026?,Gemini,Best AI at the end of 2026? [Subquestion: Gemini],KXLLM1-26DEC31-GOOG,39,260015,2026-12-31,308,38,34,36,36,2026-02-26 16:09:10
https://kalshi.com/markets/kxaaagasm/,Gas prices in the US in Feb 2026?,Above 3.00,Gas prices in the US in Feb 2026? [Subquestion: Above 3.00],KXAAAGASM-26FEB28-3.00,9,163376,2026-02-28,2,11,15,18,15,2026-02-26 16:09:10
https://kalshi.com/markets/kxaaagasm/,Gas prices in the US in Feb 2026?,Above 2.97,Gas prices in the US in Feb 2026? [Subquestion: Above 2.97],KXAAAGASM-26FEB28-2.97,92,133795,"February 28, 2026",2,95,94,95,95,2026-02-26 16:09:10
https://kalshi.com/markets/kxtrumpadminleave/,Who will leave the Trump administration in 2026?,Kristi Noem,Who will leave the Trump administration in 2026? [Subquestion: Kristi Noem],KXTRUMPADMINLEAVE-26DEC31-KNOE,50,172635,2026-12-31,308,63,62,62,62,2026-02-26 16:09:10
https://kalshi.com/markets/kxtrumpadminleave/,Who will leave the Trump administration in 2026?,Pam Bondi,Who will leave the Trump administration in 2026? [Subquestion: Pam Bondi],KXTRUMPADMINLEAVE-26DEC31-PBON,44,158191,"January 1, 2027",309,53,44,44,44,2026-02-26 16:09:10
https://kalshi.com/markets/kxfedhike/,Next Fed rate hike?,Before 2027,Next Fed rate hike? [Subquestion: Before 2027],FEDHIKE-26DEC31,13,271918,2026-12-31,308,16,14,14,14,2026-02-26 16:09:10
https://kalshi.com/markets/kxfedhike/,Next Fed rate hike?,Before July 2026,Next Fed rate hike? [Subquestion: Before July 2026],FEDHIKE-26JUN30,4,39408,2026-06-30,124,6,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxbalancepowercombo/,2026 2026 Midterms: Congress Balance of Power?,"D-House, D-Senate","2026 2026 Midterms: Congress Balance of Power? [Subquestion: D-House, D-Senate]",KXBALANCEPOWERCOMBO-27FEB-DD,39,337675,2027-02-01,340,42,37,35,37,2026-02-26 16:09:10
https://kalshi.com/markets/kxbalancepowercombo/,2026 2026 Midterms: Congress Balance of Power?,"R-House, R-Senate","2026 2026 Midterms: Congress Balance of Power? [Subquestion: R-House, R-Senate]",KXBALANCEPOWERCOMBO-27FEB-RR,17,304407,2027-02-01,340,14,16,15,15,2026-02-26 16:09:10
https://kalshi.com/markets/kxsaveact/,Will the SAVE Act become law?,N/A - single market,Will the SAVE Act become law?,KXSAVEACT-27-JAN04,14,1036481,2027-01-04,312,12,11,10,11,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcpiyoy/,CPI year-over-year in Jun 2026?,Exactly 3.2%,CPI year-over-year in Jun 2026? [Subquestion: Exactly 3.2%],KXECONSTATCPIYOY-26JUN-T3.2,8,165227,2026-07-14,138,6,7,8,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcpiyoy/,CPI year-over-year in Jun 2026?,Exactly 2.5%,CPI year-over-year in Jun 2026? [Subquestion: Exactly 2.5%],KXECONSTATCPIYOY-26JUN-T2.5,7,156999,2026-07-14,138,8,7,7,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxdhsfunding/,When will DHS receive full-year funding?,"Before Mar 10, 2026","When will DHS receive full-year funding? [Subquestion: Before Mar 10, 2026]",KXDHSFUNDING-26MAR10,10,131752,2026-03-10,12,9,8,7,8,2026-02-26 16:09:10
https://kalshi.com/markets/kxdhsfunding/,When will DHS receive full-year funding?,"Before Mar 20, 2026","When will DHS receive full-year funding? [Subquestion: Before Mar 20, 2026]",KXDHSFUNDING-26MAR20,32,75851,2026-03-20,22,17,28,23,23,2026-02-26 16:09:10
https://kalshi.com/markets/kxinxy/,S&P close price end of 2026?,"7,400 to 7,599.99","S&P close price end of 2026? [Subquestion: 7,400 to 7,599.99]",KXINXY-26DEC31H1600-B7500,12,136303,2026-12-31,308,10,11,11,11,2026-02-26 16:09:10
https://kalshi.com/markets/kxinxy/,S&P close price end of 2026?,"7,600 to 7,799.99","S&P close price end of 2026? [Subquestion: 7,600 to 7,799.99]",KXINXY-26DEC31H1600-B7700,9,101830,2026-12-31,308,10,9,9,9,2026-02-26 16:09:10
https://kalshi.com/markets/kxacquannounceparamount/,Will Paramount acquire Warner Bros?,Before March,Will Paramount acquire Warner Bros? [Subquestion: Before March],KXACQUANNOUNCEPARAMOUNT-WARN-MAR,3,483967,2026-03-01,2,3,3,3,3,2026-02-26 16:09:10
https://kalshi.com/markets/kxgreenlandprice/,How much will the US acquire Greenland for?,$0 / No Acquisition,How much will the US acquire Greenland for? [Subquestion: $0 / No Acquisition],KXGREENLANDPRICE-29JAN21-NOACQ,78,351941,"January 22, 2029",1061,87,89,87,87,2026-02-26 16:09:10
https://kalshi.com/markets/kxgreenlandprice/,How much will the US acquire Greenland for?,$600 billion to $899 billion,How much will the US acquire Greenland for? [Subquestion: $600 billion to $899 billion],KXGREENLANDPRICE-29JAN21-749B,7,126716,"January 22, 2029",1061,6,4,4,4,2026-02-26 16:09:10
https://kalshi.com/markets/kxtopai/,Which companies will have a top-ranked AI model this year?,xAI,Which companies will have a top-ranked AI model this year? [Subquestion: xAI],KXTOPAI-27-JAN01-XAI,50,26674,2027-01-01,309,62,78,82,78,2026-02-26 16:09:10
https://kalshi.com/markets/kxtopai/,Which companies will have a top-ranked AI model this year?,OpenAI,Which companies will have a top-ranked AI model this year? [Subquestion: OpenAI],KXTOPAI-27-JAN01-OPEN,59,24149,2027-01-01,309,75,88,85,85,2026-02-26 16:09:10
https://kalshi.com/markets/senatetx/,Texas Senate winner?,Republican party,Texas Senate winner? [Subquestion: Republican party],SENATETX-26-R,66,435231,2027-01-03,311,71,68,68,68,2026-02-26 16:09:10
https://kalshi.com/markets/senatetx/,Texas Senate winner?,Democratic party,Texas Senate winner? [Subquestion: Democratic party],SENATETX-26-D,34,380055,2027-01-03,311,32,30,30,30,2026-02-26 16:09:10
https://kalshi.com/markets/kxredistricting/,Which states will redistrict before the midterms?,Virginia,Which states will redistrict before the midterms? [Subquestion: Virginia],KXREDISTRICTING-26-VIR,66,94481,2026-11-01,248,66,65,64,65,2026-02-26 16:09:10
https://kalshi.com/markets/kxredistricting/,Which states will redistrict before the midterms?,Texas,Which states will redistrict before the midterms? [Subquestion: Texas],KXREDISTRICTING-26-TX,97,67945,2026-11-01,248,97,97,97,97,2026-02-26 16:09:10
https://kalshi.com/markets/kxnoemout/,Kristi Noem out as DHS Secretary?,"Before Jul 1, 2026","Kristi Noem out as DHS Secretary? [Subquestion: Before Jul 1, 2026]",KXNOEMOUT-26JUL01,29,104143,2026-07-01,124,33,32,33,33,2026-02-26 16:09:10
https://kalshi.com/markets/kxnoemout/,Kristi Noem out as DHS Secretary?,"Before May 1, 2026","Kristi Noem out as DHS Secretary? [Subquestion: Before May 1, 2026]",KXNOEMOUT-26MAY01,22,93739,2026-05-01,63,32,25,25,25,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcorecpiyoy/,CPI core year-over-year in Jun 2026?,Exactly 2.3%,CPI core year-over-year in Jun 2026? [Subquestion: Exactly 2.3%],KXECONSTATCORECPIYOY-26JUN-T2.3,3,300227,2026-07-14,138,5,5,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxeconstatcorecpiyoy/,CPI core year-over-year in Jun 2026?,Exactly 3.5%,CPI core year-over-year in Jun 2026? [Subquestion: Exactly 3.5%],KXECONSTATCORECPIYOY-26JUN-T3.5,11,232210,2026-07-14,138,6,8,8,8,2026-02-26 16:09:10
https://kalshi.com/markets/kxalbumsales/,"How many pure album sales will Baby Keem's 'Ca$ino' have on the chart dated Feb 26, 2026?","At least 20,000 albums","How many pure album sales will Baby Keem's 'Ca$ino' have on the chart dated Feb 26, 2026? [Subquestion: At least 20,000 albums]",KXALBUMSALES-CAS-20000,15,112547,2026-02-27,0,11,12,14,12,2026-02-26 16:09:10
https://kalshi.com/markets/kxalbumsales/,"How many pure album sales will Baby Keem's 'Ca$ino' have on the chart dated Feb 26, 2026?","At least 15,000 albums","How many pure album sales will Baby Keem's 'Ca$ino' have on the chart dated Feb 26, 2026? [Subquestion: At least 15,000 albums]",KXALBUMSALES-CAS-15000,86,111577,2026-02-26,0,89,89,88,89,2026-02-26 16:09:10
https://kalshi.com/markets/kxvpresnomd/,Who will be the Democratic VP nominee in 2028?,Gretchen Whitmer,Who will be the Democratic VP nominee in 2028? [Subquestion: Gretchen Whitmer],KXVPRESNOMD-28-GW,10,113173,2028-11-07,985,11,8,8,8,2026-02-26 16:09:10
https://kalshi.com/markets/kxvpresnomd/,Who will be the Democratic VP nominee in 2028?,Alexandria Ocasio-Cortez,Who will be the Democratic VP nominee in 2028? [Subquestion: Alexandria Ocasio-Cortez],KXVPRESNOMD-28-AOC,9,98609,"November 07, 2028",985,7,7,7,7,2026-02-26 16:09:10
https://kalshi.com/markets/kxwarshnom/,When will Warsh’s Fed Chair nomination be received by the Senate?,Before March,When will Warsh’s Fed Chair nomination be received by the Senate? [Subquestion: Before March],KXWARSHNOM-26MAR01-T0,6,164868,2026-03-01,2,6,5,5,5,2026-02-26 16:09:10
https://kalshi.com/markets/kxwarshnom/,When will Warsh’s Fed Chair nomination be received by the Senate?,Before March 13,When will Warsh’s Fed Chair nomination be received by the Senate? [Subquestion: Before March 13],KXWARSHNOM-26MAR13-T0,62,78794,2026-03-13,15,57,57,58,57,2026-02-26 16:09:10
https://kalshi.com/markets/kxleavestarmer/,Keir Starmer Out?,"Before Apr 1, 2026","Keir Starmer Out? [Subquestion: Before Apr 1, 2026]",KXLEAVESTARMER-26APR01,16,188844,2026-04-01,33,21,14,15,15,2026-02-26 16:09:10
https://kalshi.com/markets/kxleavestarmer/,Keir Starmer Out?,"Before Jul 1, 2026","Keir Starmer Out? [Subquestion: Before Jul 1, 2026]",KXLEAVESTARMER-26JUL01,50,74294,2026-07-01,125,58,47,45,47,2026-02-26 16:09:10
